"","keyword","title","authors","rating","num_of_rating","num_of_reviews","text"
"1394","harry potter","Harry Potter and Ginny Weasley Are Dating","Lomonaaeren",3.67,3,0,"Fandom: Harry PotterRelationships: Draco Malfoy/Harry Potter, Harry Potter/Ginny Weasley, Hermione Granger/Ron Weasley--------------------------------------------------Harry thinks he and Ginny are dating. Its up to Ginny to correct the misconception and send him into the waiting arms of his patient lover. Well, perhaps not so patient. A story of love and Quidditch.  Fandom: Harry PotterRelationships: Draco Malfoy/Harry Potter, Harry Potter/Ginny Weasley, Hermione Granger/Ron Weasley--------------------------------------------------Harry thinks he and Ginny are dating. It’s up to Ginny to correct the misconception and send him into the waiting arms of his patient lover. Well, perhaps not so patient. A story of love and Quidditch.  ...more"
"1395","harry potter","The Harry Potter Lego Minifigure Catalog","Christoph Bartneck",5,2,0,"This catalog presents high quality photographs of all Harry Potter LEGO Minifigures. The 130 plus Minifigures are organized by an innovative nomenclature that makes it easy to identify Minifigures. Moreover, the catalog contains a price guide and detailed photographs of the Minifigures' heads. This catalog is the essential guide for all Harry Potter Minifigure collectors  This catalog presents high quality photographs of all Harry Potter LEGO Minifigures. The 130 plus Minifigures are organized by an innovative nomenclature that makes it easy to identify Minifigures. Moreover, the catalog contains a price guide and detailed photographs of the Minifigures' heads. This catalog is the essential guide for all Harry Potter Minifigure collectors and enthusiasts.  ...more"
"1396","harry potter","Fiktive Verdener: Fiktive Verdener I Science Fiction, Harry Potter, Narnia, Tolkiens Verden, Dodseter, J.K. Rowling, Tredje Tideverv","Source Wikipedia",4.33,3,0,"Kilde: Wikipedia. Sider: 85. Kapitler: Fiktive verdener i science fiction, Harry Potter, Narnia, Tolkiens verden, Dodseter, J.K. Rowling, Tredje tideverv, Maktens ringer, C.S. Lewis, Dorsai, Forste tideverv, Aviser og blader i Harry Potter-bokene, De tre utilgivelige forbannelsene, Andre tideverv, Legenden om Narnia, Darkover, Rumpeldunk, Penger i Harry Potter, Drommen om  Kilde: Wikipedia. Sider: 85. Kapitler: Fiktive verdener i science fiction, Harry Potter, Narnia, Tolkiens verden, Dodseter, J.K. Rowling, Tredje tideverv, Maktens ringer, C.S. Lewis, Dorsai, Forste tideverv, Aviser og blader i Harry Potter-bokene, De tre utilgivelige forbannelsene, Andre tideverv, Legenden om Narnia, Darkover, Rumpeldunk, Penger i Harry Potter, Drommen om Narnia, Xanth, Tretrollmannsturneringen, Torstein Bugge Hoverstad, Loven, heksa og klesskapet, Ringenes herre: Atter en konge, Gaia, Legenden om Narnia - Prins Caspian, Legenden om Narnia - Loven, heksa og klesskapet, U.G.L.E., Lommekroken, Fjerde tideverv, Tengwar, Alviske sprak, Anna Popplewell, Pern, Silmarillion, Gomp, Harry Potter samlekortspill, Galtvortekspressen, MuggleNet, Reisen til det ytterste hav, Grel Zak, Sindarin, Solvstolen, Ringkrigen, Animagus, Den siste striden, Oldstaven, Hesten og hans gutt, The Leaky Cauldron, Den ene ringen, Dverg, Mallorn, Mithril, Quenya, Ork, Ent, Svartspaner, Fiktivt univers, Immivering, O.G.L.E., Ormtunge, Palantir, Lucy Pevensie, Skandar Keynes, Vilya, Forgotten Realms, Hyrule, Ainu, Athelas, Narya, Digory Kirke, Skytsverge, Gondors vaktbauner, Psykoblokk, Cair Paravel, Eorls ed, Istar, Susan Pevensie, Alveringene, Eustace Scrubb, Jotul, Charn, Carcharoth, Krypton, Edmund Pevensie, Alan Lee, Metamorf-magus, Maia, Alfirin, Uruk-hai, Huorn, Mallos, Elanor, Smorterol, Aslan, Asfaloth, Varger, Peter Pevensie, Rippipip, Det hvite rad, Calormen, Adunaisk, Simbelmyne, Jadis, Lembas, Olifant, Niphredil, Trollmannssjakk, Angainor, Termina, Kelvar og Olvar, Orn, Rottenroll, Nenya, Dysterpytt, Hadors Dragehjelm, Liste over figurer i Harry Potter-serien i oversettelser, Tashbaan, Den Rode Pil, Gorgoroth, Telmar, Tirian, Mordor-orker, Haugvette. Utdrag: En dodseter er en tilhenger av Fyrst Voldemort i Harry Potter-serien skrevet av J.K. Rowling. Dodseterne var opprinnelig kjent som Ridderne av Walpurgis, men tok sitt andre navn da Voldemort kastet av seg sin fa...  ...more"
"1397","harry potter","Harry Potter: Master of Sorcery","Green River Books",4,3,0,"Learn all about the greatest wizards and their sorcery in the world of Harry Potter. On sale now! Disclaimer: This is not an official book. It has been created for your entertainment. Enjoy"
"1398","harry potter","Harry Potter and the Rejected Path","zArkham",1.5,2,1,"Fandom: Harry PotterRelationship: Harry Potter/Multi--------------------------------------------------After one taunt too many by Draco & learning of dark things while possessed, Harry refuses to play his part anymore. Into this comes Luna with her own dark story to tell. They shall both get revenge and shake magical Britain before the end."
"1399","harry potter","Harry Potter Places Book Two<U+2014>OWLs: Oxford Wizarding Locations","C.D. Miller",4.5,2,0,"Welcome to the A Novel Holiday travel guidebook, Harry Potter Places Book TwoOWLs: Oxford Wizarding Locations, the second of five guidebooks designed to help Harry Potter Fans (Potterites) visit places found in the United Kingdom of Great Britain (the UK) that are associated with the Harry Potter Universe (the Potterverse). In the Potterverse, youll find: * Real-life  Welcome to the A Novel Holiday travel guidebook, Harry Potter Places Book Two<U+2014>OWLs: Oxford Wizarding Locations, the second of five guidebooks designed to help Harry Potter Fans (Potterites) visit places found in the United Kingdom of Great Britain (the UK) that are associated with the Harry Potter Universe (the Potterverse). In the Potterverse, you’ll find: * Real-life places mentioned within J.K. Rowling’s Harry Potter novels. * Real-life locations where Harry Potter movie filming took place. * Real-life sites that significantly influenced Harry Potter movie studio set design. Only 50 miles northwest of the UK’s capital, Oxford is the most convenient outside-London location to visit via public transportation from London. Four iconic Harry Potter Places are found in Oxford’s City Centre, with a fifth Potter Place merely 8 miles northwest of the city. The Bodleian Library contains two film sites: Duke Humfrey’s Library (Hogwarts Library film site) and the Divinity School (Hogwarts’ Infirmary scenes and Goblet of Fire dance lessons). Christ Church College’s Dining Hall was the model used to design the Hogwarts Great Hall set seen in all eight Harry Potter movies. Actual location filming for Sorcerer’s Stone and Chamber of Secrets took place on the grand staircase leading up to the Dining Hall. New College was a film site for some Goblet of Fire courtyard scenes, including the incident when Mad-Eye Moody turned Draco Malfoy into a white ferret. Blenheim Palace, northwest of Oxford, is home to a readily recognizable tree where Order of the Phoenix flash-back scenes of young Severus Snape being bullied by James Potter and his entourage (Sirius Black, Remus Lupin, and Peter Pettigrew) were shot. Although near to London, the factors involved in planning an Oxford Wizarding Locations trip are far more complex than those required by any other Potter Place<U+2014>especially if you want to visit Duke Humfrey’s Library. We explain the Duke Humfrey’s Library access dilemma, and provide in-depth directions for determining the best manner and date for your OWLs visit. Our itineraries identify the best order for visiting the OWLs on specific days, whether you arrive in Oxford via train, bus, or rental car. We also provide a fantabulous Oxford Wizarding Locations Map and directions for walking between Oxford arrival points and the central-city OWLs. Visit the website to see the Table of Contents for Harry Potter Places Book Two<U+2014>OWLs: Oxford Wizarding Locations and learn about all the Harry Potter Places travel guidebooks. www.HarryPotterPlaces.com  ...more"
"1400","harry potter","Draco’s Guide to Seducing Harry Potter","tsundanire",3.25,4,1,"Fandom: Harry PotterRelationships: Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Angelina Johnson/George Weasley, Past Astoria Greengrass/Draco Malfoy, Past Harry Potter/Ginny Weasley--------------------------------------------------After an accident, Draco discovers that Harry and Ginny have gotten a divorce. Hermione tells him to go simple and just tell Harry  Fandom: Harry PotterRelationships: Draco Malfoy/Harry Potter, Hermione Granger/Ron Weasley, Angelina Johnson/George Weasley, Past Astoria Greengrass/Draco Malfoy, Past Harry Potter/Ginny Weasley--------------------------------------------------After an accident, Draco discovers that Harry and Ginny have gotten a divorce. Hermione tells him to go simple and just tell Harry how he feels. But some things aren’t meant to be simple, and it seems like all Draco’s answers are written in a little black book called: Draco’s guide to seducing Harry Potter.  ...more"
"1401","harry potter","Harry Potter Ultimate Spell Book: Wizard training for kids and adults","Charlie Noah",5,2,0,"Harry Potter Fans? If Youre Looking for the Best Harry Potter Spellbook, Then Look No Further! More than 250+ charms, hexes, jinxes, potions, poisons, and other fun things from the Harry Potter universe.?Inside the book: A lot of Spells! (more than 250) You certainly wouldnt find more enchanting spells anywhere else. The right Wand Movement for each Spell Summary for   Harry Potter Fans?  If You’re Looking for the Best Harry Potter Spellbook, Then Look No Further! More than 250+ charms, hexes, jinxes, potions, poisons, and other fun things from the Harry Potter universe.?Inside the book:    A lot of Spells! (more than 250)    You certainly wouldn’t find more enchanting spells anywhere else.    The right Wand Movement for each Spell    Summary for every Spell    Premium pages with favorite fonts  What you will improve:    Wand Movement    Pronuciate all the spells  Make a Grate Gift for Harry Potter Fans   ** Get Free PDF and ebook when you buy Paperback **  ...more"
"1402","harry potter","Harry Potter und die Schatten der Vergangenheit","Muggelchen, John Xisor",0,0,0," "
"1403","harry potter","Romano-Serioj: Dragonlance, Harry Potter, Romanoj de La Homa Komedio, Patro Goriot, Louis Lambert, Hari Poter Kaj La Kaptito de Azkabano, the Da Vinci Code, Tradukoj de Harry Potter, Hari Poter Kaj La Tono de La Sa Uloj, La Mastro de L' Ringoj","Fonto Wikipedia",5,2,0,"Fonto: Wikipedia. Pa o: 32. apitro: Dragonlance, Harry Potter, Romanoj de la Homa Komedio, Patro Goriot, Louis Lambert, Hari Poter kaj la Kaptito de Azkabano, The Da Vinci Code, Tradukoj de Harry Potter, Hari Poter kaj la tono de la Sa uloj, La Mastro de l' Ringoj, Hari Poter kaj la ambro de Sekretoj, Kronikoj de Narnio, Hari Poter kaj la Sankta oj de la Morto, Arthur et  Fonto: Wikipedia. Pa o: 32. apitro: Dragonlance, Harry Potter, Romanoj de la Homa Komedio, Patro Goriot, Louis Lambert, Hari Poter kaj la Kaptito de Azkabano, The Da Vinci Code, Tradukoj de Harry Potter, Hari Poter kaj la tono de la Sa uloj, La Mastro de l' Ringoj, Hari Poter kaj la ambro de Sekretoj, Kronikoj de Narnio, Hari Poter kaj la Sankta oj de la Morto, Arthur et les Minimoys, Hari Poter kaj la Duonsanga Princo, Hari Poter kaj la Ordeno de la Fenikso, Dune, Hermione Granger, Hogwarts, Muggle, Margaret Weis, Seraphita, Sarrasine, Tracy Hickman, Raistlin Majere, Caramon Majere. Excerpt: Patro Goriot (a franclingve Le Pere Goriot) estas fama romano verkita de la franca romanisto kaj dramisto Honore de Balzac en 1835. i apartenas al la sekcio Scenoj de la pariza vivo de lia vasta romanserio La Homa Komedio. La romano, kies intrigo situas en la Parizo de 1819, temas pri la miksitaj destinoj de tri efpersonoj: la maljuna kaj senila Goriot, la mistera kaj maskita krimulo Vautrin, kaj naiva jurstudento nomita Eugene de Rastignac. Unue eldonita en pluraj epizodoj dum la vintro de 1834-35, Patro Goriot restas rigardata de plejmultaj komentistoj kiel la plej grava romano de Balzac. En tiu verko kaj por la unua fojo, Balzac provis reuzi personojn jam aperintajn en siaj anta aj verkoj, kaj tiel inventis la teknikon, kiu poste famigis kaj diferencigis La Homan Komedion kompare kun aliaj verkaroj. La romano estas cetere rimarkinda pro sia realisma stilo, kiu emas bazi i sur etetaj detaloj por vortpentri la personojn a krei subtekston. La intrigo de la romano okazas dum la Burbona Resurtronigo, kiu profunde an is kaj reformis la francan re landon: la teksto estas plena je personoj, kiuj sen ese kaj senkompate klopodas por akiri pli altan socian statuson. Anka Parizo mem faras fortan impreson sur kelkaj personoj, precipe sur la juna Rastignac, kiu estis simplanime edukita en la provincoj de suda Francio. Per Goriot kaj aliaj personoj, ...  ...more"
"1404","harry potter","HARRY POTTER: Ultimate Memes and Joke Pictures - Bonus Pokemon Memes Included : FREE BOOKS INCLUDED: Walking Dead Memes, Cat Memes, Pikachu books, MEMES XL","Justin Moore",1,2,0,"The Wizarding World of Harry Potter! Laugh at all the funny Harry Potter memes and jokes. 4 FREE BONUS MEME BOOKS INCLUDED This book contains over 2,000 pages of memes! Ive gathered here the best memes of the internet for you to easily browse in one place, from cat memes to the classics. Due to the extremely large file size the minimum price amazon allows me to charge  The Wizarding World of Harry Potter! Laugh at all the funny Harry Potter memes and jokes. 4 FREE BONUS MEME BOOKS INCLUDED This book contains over 2,000 pages of memes! I’ve gathered here the best memes of the internet for you to easily browse in one place, from cat memes to the classics. Due to the extremely large file size the minimum price amazon allows me to charge is quite high, but this book is meant to be downloaded FREE via kindle Unlimited, so ignore the price and make sure you download it free. Again, This book is meant to be downloaded via Kindle Unlimited if you can for FREE, otherwise if you bought it you can always refund the book.   ...more"
"1405","harry potter","Memes: Hilarious Baseball Memes & Joke Book 2017 - Harry Potter Memes Included : Funny Memes 2017, Ultimate Memes, Retail Memes, Pikachu Books, Memes Xl, Memes Free","Memes",4.2,5,0,"THOUSANDS of fresh and hilarious memes from 2017 7 FREE BONUS BOOKS INCLUDED! Download for FREE using Kindle Unlimited Dank. Fresh. Hilarious. This book contains over 2000 pages of baseball memes and! Ive gathered here the best memes ranging from Walmart craziness to the awesome wizarding world of Harry Potter on the internet for you to easily browse in one place. Weve  THOUSANDS of fresh and hilarious memes from 2017 7 FREE BONUS BOOKS INCLUDED! Download for FREE using Kindle Unlimited Dank. Fresh. Hilarious. This book contains over 2000 pages of baseball memes and! I’ve gathered here the best memes ranging from Walmart craziness to the awesome wizarding world of Harry Potter on the internet for you to easily browse in one place. We’ve got over 2,300 pages of memes for you to enjoy. Since we love laughing at funny memes and pictures, we decided to create a series of books showcasing hilarious memes we find throughout the day from all over the internet. Sit back and enjoy the game of baseball with these hilarious memes! HAVE FUN! And let us know what you liked and where we can improve by leaving a review!  ...more"
"1406","harry potter","A Necessary Gift: A Harry Potter Story","cosette-aimee",3,1,0,"Fandom: Harry Potter--------------------------------------------------The war drags on after Voldemort's defeat and the Order of the Phoenix is fighting a losing battle. When Harry is hit by yet another killing curse, he wakes up years in the past and in an alternate reality. As an unknown child in a foreign world, Harry has a chance to change the outcome of the war -  Fandom: Harry Potter--------------------------------------------------The war drags on after Voldemort's defeat and the Order of the Phoenix is fighting a losing battle. When Harry is hit by yet another killing curse, he wakes up years in the past and in an alternate reality. As an unknown child in a foreign world, Harry has a chance to change the outcome of the war - while dealing with new magical talents, pureblood politics and Black family drama.  ...more"
"1407","harry potter","Harry Potter Random Facts illustrated","Happy Hollyday",0,0,0," "
"1408","harry potter","How to Draw Harry Potter","M.E. Martin",1,2,0,"Welcome to my How to Draw Harry Potter step by step drawing guide. I am M. E. Martin, #1 bestseller childrens author and illustrator and I am going to show you the simple techniques I use to create illustrations. It is an easy to follow step by step approach, so you too can create the Harry Potter illustration seen on the front cover of this book. First you will draw a  Welcome to my How to Draw Harry Potter step by step drawing guide. I am M. E. Martin, #1 bestseller children’s author and illustrator and I am going to show you the simple techniques I use to create illustrations. It is an easy to follow step by step approach, so you too can create the Harry Potter illustration seen on the front cover of this book. First you will draw a simple stick outline that enables you to select the pose. Then you will fill it out by adding the head and body details. Next you will apply flat color and finally highlights and shadows. Now let’s get started…  ...more"
"1409","harry potter","Harry Potter and the Naked Damsel","Nigel D. Salmon",3.5,4,2,"Known as the judicious and brave wizard, the young boy Harry Potter has now become an adult. Now as a grown male, Harry Potter must show that he is as effective at love making as he is with magic. He must now ferret for a beautiful young damsel to be his companion. She will take his male virginity. But how will he caress her? How will he kiss her? You must now read this  Known as the judicious and brave wizard, the young boy Harry Potter has now become an adult. Now as a grown male, Harry Potter must show that he is as effective at love making as he is with magic. He must now ferret for a beautiful young damsel to be his companion. She will take his male virginity. But how will he caress her? How will he kiss her? You must now read this revealing book, an adventurous chapter of Harry Potter's life, to find out.  ...more"
"1410","harry potter","Harry Potter and Ginny Weasley Are Dating","Lomonaaeren",3.67,3,0,"Fandom: Harry PotterRelationships: Draco Malfoy/Harry Potter, Harry Potter/Ginny Weasley, Hermione Granger/Ron Weasley--------------------------------------------------Harry thinks he and Ginny are dating. Its up to Ginny to correct the misconception and send him into the waiting arms of his patient lover. Well, perhaps not so patient. A story of love and Quidditch.  Fandom: Harry PotterRelationships: Draco Malfoy/Harry Potter, Harry Potter/Ginny Weasley, Hermione Granger/Ron Weasley--------------------------------------------------Harry thinks he and Ginny are dating. It’s up to Ginny to correct the misconception and send him into the waiting arms of his patient lover. Well, perhaps not so patient. A story of love and Quidditch.  ...more"
"1411","harry potter","The Definitive Harry Potter Guide Book Series: The Chamber of Secrets","Marie Lesonway",4.5,4,0," "
"1412","harry potter","FFA: Harry Potter and the Deathly Hallows Part 1: Final Film Analysis (Homeworker Helper)","Brett Siddoway, M.D. Jones (Foreword)",2.25,4,0,"Recognize this: ""You're a wizard Harry!""? If you don't, you may have been living under a rock for quite some time. Because of the insanely awesome Harry Potter series, Brett Siddoway wrote this short read as a film analysis final on the movie, ""Harry Potter and the Deathly Hallows Part 1."" Brett wrote this paper for his intro to film class, discussing the techniques  Recognize this: ""You're a wizard Harry!""? If you don't, you may have been living under a rock for quite some time. Because of the insanely awesome Harry Potter series, Brett Siddoway wrote this short read as a film analysis final on the movie, ""Harry Potter and the Deathly Hallows Part 1."" Brett wrote this paper for his intro to film class, discussing the techniques director David Yates used to make the film a stunning success. Brett discusses Yates' exceptional use of colors, sound, and cinematography to make his movie a solid success. If you want to see the behind the scenes that made this franchise so successful, then check out Brett's Book today! *All essays published through Homeworker Helper LLC have been published as they were submitted for classes. Grammatical errors may be present to reflect the proper grade of the submitted dissertation. The viewpoints presented in each essay do not necessarily reflect those of Homeworker Helper LLC. It is our hope that such essays will assist fellow students, in brainstorming for literary and English composition courses. Enjoy!*Note: The essays submitted to Homeworker Helper LLC were written for the sole purpose of providing students with critical thinking, and give such students ideas of what to write about. However, these essays are subject to the ownership of each author and Homeworker Helper LLC. Please do not plagiarize. It is illegal and will not work for these essays (as they have already been used in classes and submitted to the general databases). Homeworker Helper aims to promote creative and critical thinking only. We hope that you enjoy this dissertation, and maintain a code of honesty and integrity. Remember this essay is a published work, and should be re-used only through proper citation, thank you.  ...more"
"1413","harry potter","UNKNOWN FACTS OF HARRY POTTER","JACKIE _, SRI _",2.38,8,1,"This Book was made by fan of Harrypotter. This book contains the surprising facts about Harry potter. If you are a fan of Harrypotter, this will be for you. Dont waste the time check it out.   This Book was made by fan of Harrypotter. This book contains the surprising facts about Harry potter. If you are a fan of Harrypotter, this will be for you. Don’t waste the time check it out.  ...more"
"1414","harry potter","Cinematic Guide: Harry Potter","Scholastic Inc.",4.11,9,0,"The Essential Film Companion for HARRY POTTER! On his eleventh birthday, Harry Potter received the best gift he could possibly imagine: learning he is a wizard who's been invited to attend Hogwarts School of Witchcraft and Wizardry! Relive Harry's thrilling adventure through all eight HARRY POTTER films: from his first trip to Diagon Alley to his epic battles with the Dark  The Essential Film Companion for HARRY POTTER! On his eleventh birthday, Harry Potter received the best gift he could possibly imagine: learning he is a wizard who's been invited to attend Hogwarts School of Witchcraft and Wizardry! Relive Harry's thrilling adventure through all eight HARRY POTTER films: from his first trip to Diagon Alley to his epic battles with the Dark Lord, Voldemort. Packed with memorable quotes and photos, this book has everything you need to know about the Boy Who Lived. This hardback book has 64 pages and measures: 22.5 x 15 x 1cm  ...more"
"1415","harry potter","The Ultimate Harry Potter Trivia Book: Hundreds and hundreds of Harry Potter questions based on the novels, catering to both the casual reader and the die-hard fanatic.","Jordan Samarias",3.6,5,0,"Do you think you're a Harry Potter fan? This book will push you to your wizarding limits; it will separate the Squibs from the magical elite. It will provide you with a chance to prove yourself as the greatest sorcerer of the age. Prepare to be tested knowing Hermione Grangers middle name might not prove a challenge to you, but do you know in which vault the Philosophers  Do you think you're a Harry Potter fan? This book will push you to your wizarding limits; it will separate the Squibs from the magical elite. It will provide you with a chance to prove yourself as the greatest sorcerer of the age. Prepare to be tested… knowing Hermione Granger’s middle name might not prove a challenge to you, but do you know in which vault the Philosopher’s Stone was kept in at Gringott’s? Can you answer what ingredient Harry forgot to add to his Draft of Peace in the ‘Order of the Phoenix’? These questions and many more await you within these pages. Plus, enjoy a bonus 50 fascinating facts about the Harry Potter universe, its inhabitants, and its magical artifacts. Here Are Some Questions That You Will Discover…     What spell is used to erase memory?    What is the name of the joke shop in Hogsmede?    Who is the Headmaster for Durmstrang?    Who teaches the students to Apparate?    What did Charity Burbage teach at Hogwarts?    Who directed The Goblet of Fire film?    And Much, Much More!   Download This Amazing eBook Today! Available To Read On Your Computer, MAC, Smartphone, Kindle Reader, iPad, or Tablet!  ...more"
"1416","harry potter","Theme Park Insider Visits The Wizarding World of Harry Potter","Robert Niles",3.54,13,0,"An unofficial, unauthorized, and in-depth guidebook to Universal Orlando's Harry Potter theme park lands, featuring detailed descriptions of all the rides, shops and restaurants, plus tips for visiting them. This 63-page, 18,000-word booklet also tells you the history of the project and includes comments about the lands from the their designers and from the stars of the  An unofficial, unauthorized, and in-depth guidebook to Universal Orlando's Harry Potter theme park lands, featuring detailed descriptions of all the rides, shops and restaurants, plus tips for visiting them. This 63-page, 18,000-word booklet also tells you the history of the project and includes comments about the lands from the their designers and from the stars of the Harry Potter films.  ...more"
"1417","harry potter","Guida completa alla saga di Harry Potter: I libri, i film, i personaggi, i luoghi, l’autrice, il mito","Alessandra Repossi, Francesca Cosi",4.17,6,0,"NUOVA EDIZIONE AGGIORNATA  I libri, i film e lo spettacolo teatrale: tutti i segreti, le curiosita e i retroscena sul mago piu celebre del mondo I LIBRI. Le fonti dei volumi, dalla mitologia alla magia, dalla storia alla letteratura, con aneddoti, indiscrezioni e rivelazioni sul futuro della saga. Con tutte le informazioni sulla nuova traduzione.I PERSONAGGI. Da Albus      NUOVA EDIZIONE AGGIORNATA  I libri, i film e lo spettacolo teatrale: tutti i segreti, le curiosita e i retroscena sul mago piu celebre del mondoI LIBRI. Le fonti dei volumi, dalla mitologia alla magia, dalla storia alla letteratura, con aneddoti, indiscrezioni e rivelazioni sul futuro della saga. Con tutte le informazioni sulla nuova traduzione.I PERSONAGGI. Da Albus Silente a Gellert Grindelwald, dalla famiglia Weasley a Newt Scamander: tutte le notizie aggiornate per conoscere la storia dei memorabili protagonisti dall'inizio alla fine.VITA DA MAGHI. Gli strumenti dell'apprendista stregone, le scuole di magia e il Quidditch.I FILM E LO SPETTACOLO TEATRALE. Curiosita e notizie dai set: registi, attori e differenze tra libri e pellicole; il debutto dell'ottava storia al Palace Theatre e il successo a Broadway.GUIDA TURISTICA DI HARRY POTTER. Visita guidata da Londra alla Scozia, da New York a Parigi: fra luoghi immaginari e geografia reale. Gli studios e i parchi a tema in Florida, California e Giappone.ALLA SCOPERTA DI J.K. ROWLING. La biografia aggiornata<U+00A0> della scrittrice piu famosa del pianeta.IL FENOMENO HARRY POTTER. La critica, i libri e i siti nati intorno alla saga.HOGWARTS DALLA A ALLA Z. Piante magiche, incantesimi, animali fantastici, pozioni e oggetti stregati.  ...more"
"1418","harry potter","Elementi di psicopedagogia nell'antica Scuola di Hogwarts: Harry Potter e la Magia dell'educazione","Antonio Carriero",2.5,6,2,"Un libro che permette di comprendere interamente la saggezza delle fiabe che, da Chesterton a George MacDonald, da Lewis a Tolkien, e stata trasmessa anche alla Rowling.Negli ultimi anni, infatti, il genere fantasy si e imposto in maniera notevole all'attenzione del pubblico degli adolescenti, Tolkien e Lewis in testa e ovviamente il ""fenomeno Harry Potter"". E' quindi  Un libro che permette di comprendere interamente la saggezza delle fiabe che, da Chesterton a George MacDonald, da Lewis a Tolkien, e stata trasmessa anche alla Rowling.Negli ultimi anni, infatti, il genere fantasy si e imposto in maniera notevole all'attenzione del pubblico degli adolescenti, Tolkien e Lewis in testa e ovviamente il ""fenomeno Harry Potter"". E' quindi utile interrogarsi sul ruolo pedagogico che le opere di fantasy rivestono nella crescita dei ragazzi; in primo luogo si puo affermare che le favole assolvono una funzione di insegnamento morale ed etico e lo fanno senza mai essere esplicite, ma alludendo e divertendo. Dietro le avventure mirabolanti dei vari personaggi si intravede una visione antropologica dell'autrice, che descrive il contesto del mondo attuale portando il lettore da una visione di uomo individualista verso una visione di uomo guidato da valori morali, quali la scelta del bene, il dono, il sacrificio, l'amicizia, l'amore. Questo breve saggio visita i territori della fantasia di Hogwarts con il cuore e con la mente, facendone gustare al lettore timori e perplessita e aiutandoci a comprenderla interamente.  ...more"
"1419","harry potter","Le droit dans la saga Harry Potter","Collectif",3.83,6,1," "
"1420","harry potter","HANGING IN JUDGMENT. Religion and the Death Penalty in England from the Bloody Code to Abolition.","Harry Potter",3.22,32,1,"Comprehensive history of capital punishment in England which shows how and why the Church of England repeatedly fought against its abolition."
"1421","harry potter","The Power of Women in Harry Potter","Mary Asher",2.5,2,0,"Since 1997, scholarly criticisms and Internet discussion groups have been examining, analyzing, and critiquing the Harry Potter stories. One aspect of this conversation is whether the series contains a feminist message or not. Many of the early critics of the books were unhappy with an alternate world that seemed to be run by and for males. However, although the first four  Since 1997, scholarly criticisms and Internet discussion groups have been examining, analyzing, and critiquing the Harry Potter stories. One aspect of this conversation is whether the series contains a feminist message or not. Many of the early critics of the books were unhappy with an alternate world that seemed to be run by and for males. However, although the first four books of the seven book series appear to support a traditional, masculine perspective on power and worth and promote the insignificance of women in stereotypical roles, this book argues that that is not the entire picture. One underlying truth of the HP series is that the power for change comes not through acquiring wealth or advancing one's career, but through people and practices that are often undervalued or dismissed as unimportant. In the wizarding world of Harry Potter, sociopaths are vanquished and corrupt governments are toppled through behaviors and characteristics more commonly associated with women, particularly mothers.  ...more"
"1422","harry potter","Playing Harry Potter: Essays and Interviews on Fandom and Performance","Lisa S. Brenner (Editor)",4.2,5,2,"Through classroom activities, wizard rock concerts, and organizations like the Harry Potter Alliance, Harry Potter fans are using creativity to positively impact the world. This collection of essays and interviews examines how playful fandom--from fanfiction to Muggle quidditch, cosplay, role-playing games, and even Harry Potter burlesque--not only reimagines the canon but  Through classroom activities, wizard rock concerts, and organizations like the Harry Potter Alliance, Harry Potter fans are using creativity to positively impact the world. This collection of essays and interviews examines how playful fandom--from fanfiction to Muggle quidditch, cosplay, role-playing games, and even Harry Potter burlesque--not only reimagines the canon but also challenges consumerism, questions notions of identity, and fosters participatory culture. The contributors explore issues applicable to fan studies and performance studies at large, such as the role of performance, the nature of community, and questions of representation and ownership in the digital age. Presented in three parts, the essays discuss discrepancies between sanctioned versions of Harry Potter and fan creations, the reenactment and reinterpretation of the original narrative in fan performance, and collaborative and participatory performances that break down the boundaries between actors and audiences.  ...more"
"1423","harry potter","Fidget Spinners: Hilarious Fidget Spinner Memes & Jokes Books 2017 : Ultimate Memes, Pikachu Book, Harry Potter Jokes, Miner Minecraft Memes, Doge Memes, Memes Free, Roasts, Memes Xl, New Toy Memes","Memes",4.56,9,0,"Jump abroad the fidget spinner craze! These little fidget toys supposedly help help with ADHD and people who fidget a lot! BUT...These jokes make fun of them! AND THEY ARE HILARIOUS! This book is free for all Amazon Kindle Unlimited Users and includes bonus meme books Included: Harry Potter jokes - even Harry Potter would LOL at these Pokemon memes Miner minecraft memes  Jump abroad the fidget spinner craze! These little fidget toys supposedly help help with ADHD and people who fidget a lot! BUT...These jokes make fun of them! AND THEY ARE HILARIOUS! This book is free for all Amazon Kindle Unlimited Users and includes bonus meme books Included: Harry Potter jokes - even Harry Potter would LOL at these Pokemon memes Miner minecraft memes Be sure to download for FREE using Kindle Unlimited **We are not affiliated with Minecraft or Mojang in any way. This is an unofficial fan created book made with love and appreciation for the game** THE BEST Collection of Ultimate Memes On The Internet! [Unofficial Minecraft Book] This book contains over 2000 pages of memes! I’ve gathered here the best memes on the internet for you to easily browse in one place.  ...more"
"1424","harry potter","A Harry Potter Quiz Book: Bonus Facts, Spells, Potions, Trivia & Butterbeer Recipe","Ken Shaw",5,7,0," "
